gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,churn_probability,risk_tier
1,0,1,1,54,1,2,1,0,2,0,2,2,2,1,1,2,105.2,5637.85,0,0.34575594688098304,Low
1,0,0,0,42,1,0,2,1,1,1,1,1,1,1,1,3,19.55,839.4,0,0.03281455458472857,Low
0,0,1,0,9,1,0,1,0,0,0,0,0,2,0,1,2,79.75,769.1,0,0.7536326479370339,High
0,0,0,0,63,1,2,1,0,2,0,0,2,2,2,0,0,97.45,6253.0,0,0.23153235668943864,Low
0,0,1,0,69,1,2,2,1,1,1,1,1,1,2,0,0,24.25,1641.8,0,0.0022317233026753,Low
0,0,0,0,69,1,2,2,1,1,1,1,1,1,2,0,1,24.6,1678.05,0,0.007185214796377074,Low
1,0,1,0,40,1,0,0,0,2,0,0,0,0,0,1,3,50.15,2058.5,0,0.20065993466111923,Low
1,0,0,0,60,0,1,0,2,2,2,0,0,0,2,0,0,39.6,2424.5,0,0.029180468961807395,Low
0,0,0,0,4,1,0,1,2,0,2,2,0,2,0,1,0,94.4,387.2,1,0.7441843449487089,High
0,1,0,0,71,1,2,0,2,2,2,2,2,2,2,0,3,89.85,6293.45,0,0.043991282004463755,Low
0,0,1,0,37,1,2,1,0,0,2,0,0,0,0,1,1,78.95,2839.65,1,0.6271693248149776,Medium
1,0,1,0,32,1,2,1,0,2,0,0,2,2,0,1,1,98.85,3145.9,0,0.5545556286991556,Medium
1,0,0,0,39,1,2,0,0,0,0,2,0,0,2,1,1,53.85,2200.7,0,0.11091106112665985,Low
0,0,0,0,38,1,2,2,1,1,1,1,1,1,1,1,2,24.25,914.4,0,0.050391330706924545,Low
1,0,0,0,52,1,2,1,0,0,2,0,0,2,2,1,1,89.45,4577.75,0,0.13141849425616647,Low
0,0,1,1,48,1,2,1,2,2,0,0,2,2,0,1,1,105.25,4997.5,0,0.37886264022987426,Medium
1,0,1,1,70,0,1,0,2,0,2,2,2,2,2,0,0,59.5,4144.8,0,0.020866596332061522,Low
1,0,0,0,20,1,0,1,0,0,0,0,0,0,0,0,1,70.55,1493.55,0,0.4183412914350648,Medium
0,0,0,0,50,1,2,0,2,0,2,2,2,2,1,1,1,82.5,4179.1,0,0.15563158941701147,Low
0,0,0,0,19,0,1,0,0,0,0,0,2,2,1,1,1,44.85,893.55,1,0.5312324262145313,Medium
1,0,1,1,25,1,0,0,2,2,2,0,0,0,1,1,0,61.6,1611.0,0,0.09351364163870267,Low
1,0,0,0,12,1,0,0,0,2,0,0,0,0,0,1,0,49.05,593.05,0,0.2511166900651883,Low
1,1,1,0,39,1,2,1,0,2,2,0,2,2,0,1,2,105.65,4284.8,1,0.8361314358864841,High
1,0,0,0,7,1,0,1,0,0,2,0,0,0,0,0,3,74.65,544.55,1,0.6464465652465367,Medium
0,0,1,1,23,1,0,0,2,2,2,2,0,0,1,1,3,66.25,1533.8,0,0.12644619836696488,Low
1,0,0,0,27,1,0,2,1,1,1,1,1,1,0,1,2,19.4,529.8,0,0.149590755274327,Low
1,1,0,0,47,1,2,1,0,0,0,0,2,0,0,1,1,86.05,3865.6,0,0.5110007753082914,Medium
1,0,1,1,26,1,0,2,1,1,1,1,1,1,2,1,1,19.15,515.75,0,0.013215770858226243,Low
0,0,1,0,14,1,2,0,2,0,0,0,2,0,0,1,0,64.7,941.0,1,0.5246260130705377,Medium
0,1,1,0,11,1,2,1,0,0,2,2,2,2,0,1,0,104.05,1133.65,1,0.8742266000503925,High
1,0,0,1,2,1,0,2,1,1,1,1,1,1,0,0,3,19.25,48.35,0,0.16571139848288866,Low
0,0,1,1,26,1,0,1,2,2,0,0,0,0,0,0,2,81.95,2070.05,0,0.342439435052836,Low
0,1,1,0,72,1,2,1,2,2,2,2,2,2,2,1,0,114.65,8333.95,0,0.012749091322701966,Low
0,0,1,1,63,1,0,2,1,1,1,1,1,1,2,0,1,20.0,1209.25,0,0.002828633265546219,Low
1,0,1,1,71,1,0,2,1,1,1,1,1,1,2,0,3,19.8,1396.25,0,0.0025776873010569107,Low
1,0,1,1,11,1,2,0,2,0,0,0,2,0,0,1,0,65.15,723.35,0,0.3288297414301265,Low
1,1,1,0,14,1,0,2,1,1,1,1,1,1,1,0,3,19.65,228.65,0,0.07583414728218059,Low
0,0,0,1,13,1,2,0,2,2,2,2,2,2,2,0,1,88.95,1161.75,0,0.1342585255073278,Low
1,0,0,1,6,1,0,2,1,1,1,1,1,1,0,1,3,20.2,98.35,0,0.10715117498726925,Low
1,1,1,1,11,1,2,1,0,0,0,0,0,0,0,1,1,75.2,775.3,0,0.6471240892336719,Medium
1,0,1,0,18,1,2,0,0,2,0,0,0,0,0,0,1,56.8,1074.65,0,0.2061158591598917,Low
1,0,0,0,1,0,1,0,0,0,0,0,0,2,0,1,2,35.55,35.55,1,0.9446885077313288,High
0,0,1,0,32,1,0,1,2,0,0,0,0,0,0,1,0,75.5,2324.7,0,0.47483585898532293,Medium
1,0,0,0,29,0,1,0,2,0,0,2,0,0,1,0,3,35.6,1072.6,0,0.043951739493553195,Low
0,0,0,0,3,1,2,0,0,0,0,0,2,0,0,1,2,60.25,170.5,0,0.5399854767922695,Medium
0,0,0,0,2,1,2,1,0,0,0,0,2,2,0,1,2,95.15,196.9,1,0.9615303650595161,High
1,0,1,1,13,1,0,1,0,0,2,0,2,2,0,1,3,96.65,1162.85,1,0.7814091329686665,High
0,0,0,0,41,0,1,0,0,2,0,0,0,2,0,1,2,40.35,1677.85,0,0.3677867073843429,Medium
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,2,18.85,18.85,0,0.3636398816546402,Medium
1,0,0,0,7,1,0,0,0,0,0,0,2,0,0,0,3,54.85,370.4,0,0.40704839956445116,Medium
0,0,1,0,52,1,0,0,2,0,2,0,2,0,1,1,3,64.3,3410.6,0,0.09538468232305515,Low
0,0,1,1,45,1,2,2,1,1,1,1,1,1,2,1,0,24.65,1138.8,0,0.02833901016445419,Low
1,0,1,0,70,1,2,0,0,2,2,2,2,0,2,0,1,76.1,5264.25,0,0.038273831556803875,Low
0,0,0,0,53,1,0,2,1,1,1,1,1,1,2,0,3,18.7,1005.7,0,0.05960516498770739,Low
0,1,1,0,62,1,2,1,0,2,2,0,2,0,1,1,1,97.95,5936.55,0,0.17091610036524474,Low
0,0,1,0,60,1,2,1,2,2,0,0,0,2,0,1,1,94.1,5475.9,0,0.2616336962645809,Low
0,1,1,0,3,1,0,1,0,0,0,0,2,0,0,1,2,80.4,224.05,1,0.8351169645891492,High
0,1,1,0,23,1,0,1,2,0,0,0,2,2,0,1,2,95.1,2326.05,0,0.6344480303613147,Medium
1,0,0,1,1,0,1,0,0,2,0,0,0,0,0,1,3,31.35,31.35,1,0.7668926370195394,High
0,0,0,0,67,1,0,0,2,0,2,2,0,2,1,1,0,72.35,4991.5,0,0.09483705829663469,Low
0,0,0,0,12,1,2,1,0,2,0,0,2,0,0,1,0,89.75,1052.4,1,0.8404720302448974,High
0,1,1,0,71,1,2,0,2,2,2,2,0,2,2,1,0,82.7,5831.2,0,0.023458419418650206,Low
1,0,0,0,25,1,0,2,1,1,1,1,1,1,1,0,1,19.9,510.8,0,0.017063141620944095,Low
0,0,0,0,5,1,2,0,2,0,0,0,0,0,0,1,2,53.8,283.95,0,0.44461388867808893,Medium
1,0,0,0,26,1,2,0,0,0,0,0,0,0,1,1,1,51.55,1295.4,0,0.16031685764153983,Low
1,0,1,1,1,1,0,2,1,1,1,1,1,1,1,0,3,19.65,19.65,0,0.27137519886908634,Low
1,1,0,0,70,0,1,0,0,2,2,0,2,0,1,1,1,44.05,3011.65,0,0.16128421206889615,Low
1,0,1,1,72,1,2,1,2,2,2,2,2,2,2,1,2,114.0,8093.15,0,0.05076312310097365,Low
1,0,1,0,60,1,0,1,0,2,0,0,2,2,1,1,2,94.4,5610.25,1,0.5318230737904375,Medium
0,1,1,1,32,1,2,1,0,2,0,0,2,2,0,1,2,100.4,3217.65,0,0.5815551100535638,Medium
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,2,19.85,19.85,1,0.6656013541080613,High
0,0,0,0,14,1,2,0,0,2,0,0,0,0,1,1,3,54.25,773.2,0,0.21416512583322614,Low
0,0,0,0,13,1,2,1,2,0,0,0,0,0,0,1,1,80.0,1029.35,0,0.4676873543145908,Medium
0,0,0,0,6,1,2,1,0,2,2,2,2,2,0,1,1,109.9,669.45,1,0.7961942255248088,High
0,0,0,0,46,1,2,0,2,0,2,0,2,2,2,0,3,79.2,3593.8,0,0.0556198028865648,Low
1,0,0,0,15,1,0,1,0,0,2,2,2,2,0,1,2,101.35,1553.95,1,0.731480931917619,High
1,1,1,0,43,1,2,1,0,2,0,2,2,0,0,1,2,94.3,3953.15,0,0.4244033272670088,Medium
1,0,0,0,39,1,0,0,0,0,0,2,0,0,2,1,0,49.8,1971.15,0,0.11209663384109383,Low
1,1,0,0,21,1,0,0,0,0,2,0,2,0,0,1,0,60.05,1236.15,1,0.45968185760047287,Medium
1,0,0,0,57,0,1,0,2,0,2,0,2,2,0,1,2,53.75,3196.0,0,0.2380281239623553,Low
0,0,1,0,53,1,0,1,0,0,0,2,2,2,1,1,2,93.45,4872.2,0,0.18881164165261455,Low
1,0,1,1,18,1,0,1,2,0,2,0,2,0,0,1,3,87.9,1500.5,0,0.5506759937347655,Medium
0,0,0,0,1,1,2,0,0,0,0,0,0,2,0,1,2,60.15,60.15,1,0.7897697995898187,High
0,0,1,0,58,1,2,0,2,0,0,2,0,0,1,1,0,61.05,3478.75,0,0.06000435484880455,Low
0,1,0,0,71,1,2,1,0,0,2,0,2,2,2,0,0,104.05,7413.55,0,0.18871765217013795,Low
0,0,0,0,35,1,0,1,0,0,2,2,2,2,1,1,2,99.25,3532.0,0,0.39191294011516126,Medium
1,0,0,0,3,1,0,1,0,0,2,0,0,2,0,0,1,85.7,256.75,0,0.6629652641950469,High
1,0,0,0,38,1,2,1,2,2,0,0,2,2,1,1,2,104.85,3887.25,0,0.3563862721037366,Medium
1,0,1,1,35,1,2,0,2,2,2,2,0,0,2,1,1,69.15,2490.15,0,0.05557041460754494,Low
1,0,0,0,7,1,2,1,0,0,2,0,2,0,0,1,2,90.45,593.45,1,0.8798717091782102,High
0,0,0,0,47,1,0,0,0,0,2,2,2,2,2,0,3,74.45,3510.3,0,0.07260800152694537,Low
0,0,0,0,14,1,0,0,0,2,0,0,0,0,0,0,2,50.45,765.45,0,0.18011186641351123,Low
0,1,1,0,20,1,0,0,0,2,0,0,0,2,0,1,2,60.0,1259.35,0,0.3053358019671993,Low
1,0,1,0,66,1,2,0,2,2,0,2,2,2,2,0,2,85.25,5538.35,0,0.04712728029098423,Low
1,0,1,0,15,1,0,2,1,1,1,1,1,1,0,1,1,19.45,340.85,0,0.23425032996913836,Low
0,0,0,0,42,1,0,2,1,1,1,1,1,1,2,1,0,20.75,844.45,0,0.013710227961934761,Low
0,0,1,0,17,1,2,1,2,0,0,0,0,0,0,0,2,78.9,1348.95,0,0.5401377451937034,Medium
1,0,0,0,37,1,2,1,0,2,0,2,2,2,1,1,1,104.5,3778.0,0,0.35308010325930833,Medium
0,0,0,0,12,1,0,0,0,2,0,0,0,0,0,1,2,49.4,611.65,0,0.2102851492934726,Low
1,0,1,0,53,1,0,1,0,2,0,0,2,2,1,1,0,94.25,4867.95,1,0.4941157715935363,Medium
0,0,0,0,60,1,2,2,1,1,1,1,1,1,2,0,3,25.0,1505.05,0,0.017452568581518543,Low
1,0,1,1,18,0,1,0,0,0,0,0,0,0,0,0,1,25.55,467.85,0,0.24216635915157175,Low
1,0,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,74.9,74.9,1,0.9506697425199746,High
0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,1,2,70.15,194.2,0,0.6735010907309742,High
0,0,0,1,9,1,0,0,0,0,0,2,2,2,0,1,1,69.4,571.45,0,0.39879391987404106,Medium
0,0,0,0,1,1,0,1,0,0,0,0,2,0,0,1,2,80.25,80.25,1,0.9639004903494474,High
1,0,1,0,56,1,2,1,2,2,2,0,0,0,1,1,2,93.15,5253.95,0,0.18266819350091293,Low
1,0,1,1,17,1,0,1,0,0,0,0,0,0,0,1,2,69.0,1149.65,1,0.7091196549923645,High
0,0,1,1,11,1,2,0,0,0,0,2,0,2,0,1,2,66.35,740.8,1,0.5168825468051704,Medium
1,0,0,0,7,1,0,1,0,0,0,0,0,0,0,1,2,69.55,521.35,0,0.6011498132224843,Medium
0,0,1,1,69,1,0,2,1,1,1,1,1,1,2,0,0,20.2,1412.65,0,0.0016426825403014066,Low
1,0,0,0,19,1,2,1,0,0,0,0,0,2,0,1,0,86.0,1532.45,1,0.7139727118587159,High
0,0,1,1,3,1,0,1,0,0,0,0,0,2,0,1,2,80.3,250.05,1,0.828687129605446,High
1,0,1,1,54,1,0,2,1,1,1,1,1,1,2,0,1,20.4,1090.6,0,0.022324703538622728,Low
1,0,1,0,62,1,2,2,1,1,1,1,1,1,1,1,1,23.75,1446.8,0,0.020520930614098622,Low
1,0,0,0,24,1,2,1,0,2,0,0,2,0,0,1,1,90.55,2282.55,1,0.6862660968780153,High
0,0,1,1,62,1,2,0,0,0,0,0,2,2,0,1,1,70.45,4300.45,0,0.2486443866515811,Low
1,0,0,0,17,1,2,0,2,0,0,0,0,2,0,0,0,65.75,1111.2,0,0.31728381166413383,Low
1,0,0,0,9,0,1,0,0,0,0,0,0,0,0,1,3,24.6,190.1,0,0.5684061171288514,Medium
1,0,1,1,64,1,0,0,2,0,2,2,2,0,2,0,3,69.25,4447.75,0,0.03664694086964449,Low
0,0,0,0,2,1,2,1,0,0,0,0,0,0,0,1,2,75.9,143.35,1,0.8981992582601321,High
1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,3,45.85,45.85,1,0.7845558400181726,High
0,0,1,0,16,0,1,0,0,0,0,2,2,2,0,1,2,49.95,810.2,1,0.64752355973864,Medium
0,0,1,0,72,1,2,2,1,1,1,1,1,1,2,0,0,24.65,1830.05,0,0.0017746353460548789,Low
1,0,0,0,30,1,2,1,2,2,2,0,0,0,1,0,0,90.4,2820.65,0,0.12852095105127995,Low
0,0,1,0,49,1,2,1,2,0,0,0,2,2,0,1,3,100.85,4847.35,0,0.4406544688624367,Medium
1,0,1,0,61,1,2,0,2,0,2,2,0,2,2,0,1,75.35,4729.3,0,0.029547127046046267,Low
1,0,1,1,47,1,2,1,0,2,0,0,2,0,0,0,2,87.2,4017.45,0,0.45265371970638946,Medium
1,0,0,0,20,1,0,0,2,0,2,0,0,2,0,0,1,64.4,1398.6,0,0.2116492600288534,Low
1,0,1,1,34,1,0,1,0,0,0,0,2,0,0,0,2,78.3,2564.3,1,0.6749633507960702,High
0,0,1,1,70,1,2,2,1,1,1,1,1,1,2,0,0,24.7,1685.9,0,0.0007235609377903129,Low
1,0,0,1,54,1,0,1,2,2,0,2,2,2,1,1,2,105.85,5826.65,0,0.3990063244822383,Medium
1,1,1,0,61,1,2,1,0,2,2,2,2,0,1,1,3,98.3,6066.55,0,0.25822992328322814,Low
1,0,0,0,3,1,2,1,0,0,0,0,0,0,0,1,2,76.95,228.4,1,0.9192673978662708,High
1,0,0,0,13,1,0,2,1,1,1,1,1,1,1,0,3,19.45,270.2,0,0.009006132541175254,Low
0,1,0,0,16,1,2,1,0,0,0,0,2,2,0,1,2,96.15,1529.2,1,0.881937986318777,High
0,0,1,1,3,1,0,0,0,2,0,0,2,0,0,1,1,58.7,168.6,0,0.5124444147295992,Medium
1,0,0,0,25,1,0,2,1,1,1,1,1,1,0,1,3,20.15,536.35,0,0.06982514705850945,Low
1,0,0,0,30,1,2,0,2,0,0,0,0,2,0,1,3,64.5,1888.45,0,0.1681334304874769,Low
0,0,1,0,21,0,1,0,2,0,0,0,0,0,0,0,2,28.5,629.35,0,0.300706272203354,Low
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,45.3,45.3,1,0.8160894660230392,High
0,0,0,0,15,1,0,2,1,1,1,1,1,1,0,0,0,19.4,289.3,1,0.45841658464953344,Medium
1,1,1,0,23,1,0,1,0,0,0,0,2,2,0,1,2,90.45,2117.25,0,0.6696929287750018,High
0,0,1,1,45,1,2,1,2,2,0,0,2,2,0,1,2,105.15,4730.9,0,0.44148846522216173,Medium
0,0,1,1,24,1,2,1,0,2,2,0,0,0,1,0,0,83.15,2033.05,0,0.14847530616155932,Low
0,0,0,0,11,1,2,1,0,0,0,2,2,0,0,0,2,90.15,987.95,1,0.7969806997856843,High
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,45.05,45.05,1,0.7178780131756365,High
0,0,1,0,56,1,2,1,0,0,2,2,2,2,2,0,0,103.2,5744.35,0,0.1481762422304217,Low
0,0,0,0,1,1,0,1,0,2,0,0,0,0,0,0,2,75.8,75.8,1,0.8486166446614343,High
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,2,19.45,19.45,0,0.523265550080844,Medium
0,0,0,0,7,1,0,1,0,0,0,0,0,2,0,1,2,79.3,523.15,1,0.8612894435003343,High
0,1,1,0,55,1,0,1,0,0,2,2,2,0,2,0,1,88.8,4805.3,0,0.09786918455998476,Low
0,0,0,0,2,0,1,0,0,0,0,2,0,0,0,1,2,30.9,59.05,1,0.7804545719521724,High
0,0,1,1,72,1,2,0,2,0,2,2,2,2,2,1,1,85.9,6110.75,0,0.016355477112070048,Low
0,1,0,0,45,0,1,0,0,0,0,0,0,2,1,0,2,34.2,1596.6,0,0.20919539025767905,Low
0,0,0,0,47,1,0,2,1,1,1,1,1,1,2,0,3,20.15,1046.2,0,0.008769488948520409,Low
0,1,0,0,46,1,0,1,0,2,0,0,2,2,1,0,1,95.25,4424.2,1,0.49232780347552707,Medium
1,0,0,0,2,1,0,0,0,2,0,0,0,0,0,1,3,50.3,92.75,0,0.6822325191503207,High
0,0,1,0,2,1,0,1,2,0,0,2,0,0,0,1,2,80.15,194.55,0,0.605948079456626,Medium
0,0,1,0,12,1,0,0,0,2,0,0,0,0,0,1,2,51.25,612.1,0,0.16999699054898887,Low
0,1,1,0,68,1,2,1,0,2,0,0,0,2,0,1,0,89.6,6127.6,1,0.49886808731039717,Medium
1,0,1,1,69,1,0,1,0,0,0,2,2,2,2,1,1,95.2,6671.7,0,0.13060715590364103,Low
1,1,0,1,56,1,0,1,2,0,0,0,2,2,1,0,1,94.8,5264.3,0,0.19640490145319414,Low
0,1,0,0,4,1,2,1,2,0,0,0,0,0,0,1,2,80.25,303.7,0,0.5966863340692088,Medium
1,0,1,0,64,1,2,0,0,2,2,2,2,0,2,1,0,76.1,4818.8,0,0.03419153067814058,Low
1,0,1,0,59,1,2,1,2,2,2,0,2,2,1,1,2,110.15,6448.05,1,0.5583611083212194,Medium
1,0,1,1,62,1,2,1,2,2,2,2,2,2,2,0,0,115.55,7159.05,0,0.1744108116642349,Low
1,0,1,1,63,1,2,2,1,1,1,1,1,1,2,0,1,24.65,1574.5,0,0.0027311021668761184,Low
0,0,0,0,53,0,1,0,2,2,2,2,2,0,1,1,2,53.6,2879.2,0,0.12205352768497828,Low
1,0,1,1,5,1,0,2,1,1,1,1,1,1,0,0,3,19.45,86.05,0,0.174222196237999,Low
1,1,1,0,49,1,2,1,2,2,2,0,0,0,0,1,2,88.2,4159.45,0,0.3588808838380851,Medium
0,0,1,1,62,1,2,1,2,0,0,0,2,2,2,1,0,101.15,6638.35,0,0.14460216620716843,Low
0,0,1,0,55,1,0,0,2,2,0,2,0,0,2,0,3,56.8,3112.05,0,0.10237573032817449,Low
0,1,1,0,71,1,0,1,2,2,2,2,2,0,2,1,2,99.4,7168.25,0,0.057289793158140284,Low
0,0,1,1,72,1,0,2,1,1,1,1,1,1,2,1,1,20.1,1326.25,0,0.013381962560950237,Low
1,0,1,1,36,0,1,0,2,0,2,2,2,2,1,0,1,60.7,2234.55,0,0.08822305273418368,Low
1,0,1,0,25,1,0,2,1,1,1,1,1,1,1,1,0,20.95,495.15,0,0.03496671713362545,Low
0,1,1,0,72,1,2,1,2,2,2,2,2,2,2,1,0,114.85,8317.95,0,0.011866268952784668,Low
0,0,0,0,36,1,0,2,1,1,1,1,1,1,1,1,0,19.25,679.8,0,0.030304470578308026,Low
1,0,0,0,1,1,0,0,0,0,0,0,2,2,0,1,3,62.8,62.8,0,0.6865525245745931,High
0,0,1,0,72,1,2,1,2,0,2,0,2,2,2,1,2,105.5,7544.0,0,0.08726917657017082,Low
1,0,1,1,59,1,0,2,1,1,1,1,1,1,2,0,3,19.85,1188.25,0,0.016955663296964962,Low
1,1,1,0,7,1,0,1,0,0,0,0,2,2,0,1,2,89.5,676.7,1,0.8462190210452275,High
0,0,0,0,1,1,0,0,0,0,2,2,2,2,1,0,1,74.1,74.1,0,0.3951377156307767,Medium
0,0,1,1,30,1,2,1,0,2,2,2,2,2,0,1,2,107.5,3242.5,0,0.5574286853114795,Medium
1,0,0,0,64,1,0,2,1,1,1,1,1,1,2,0,3,19.55,1240.15,0,0.05120484849270954,Low
1,0,0,0,63,1,2,0,2,2,2,2,0,0,1,0,0,68.8,4111.35,0,0.030805035783825534,Low
1,1,1,0,72,1,2,0,2,2,2,0,2,2,2,0,1,84.45,5899.85,0,0.05865004439033569,Low
1,0,1,0,8,1,0,1,2,0,0,0,0,0,0,0,2,75.0,632.95,1,0.6203389093985557,Medium
0,0,0,0,62,1,2,0,0,2,2,2,2,2,2,0,0,84.5,5193.2,0,0.016465950133853775,Low
1,0,1,1,67,1,2,1,0,2,2,2,2,2,2,1,0,111.2,7530.8,0,0.2789326824774283,Low
1,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,2,44.75,270.95,1,0.6046022353510654,Medium
0,0,1,1,70,1,2,0,2,0,0,2,2,2,2,1,0,80.6,5460.2,0,0.062341063986532046,Low
0,1,0,0,20,1,0,1,0,0,0,0,2,0,0,0,0,80.7,1614.2,0,0.42733903126512823,Medium
0,0,0,0,5,1,2,1,0,0,0,0,0,0,0,0,2,75.6,402.5,0,0.7735787131956977,High
0,0,1,1,24,0,1,0,2,2,2,0,2,2,1,0,2,57.6,1367.75,0,0.2149889659254715,Low
0,0,1,0,11,1,0,0,0,0,0,0,0,0,0,1,2,44.05,483.7,1,0.5802647170099213,Medium
1,0,1,0,72,1,2,1,0,2,2,2,2,2,2,1,1,110.6,7962.2,0,0.11339920249660866,Low
0,0,1,1,66,1,0,0,2,2,0,2,0,0,2,1,1,58.2,3810.8,0,0.030881719885148956,Low
0,0,1,1,45,1,0,0,2,0,2,2,2,2,2,1,3,81.0,3533.6,0,0.023316734916331596,Low
0,0,1,1,69,1,0,2,1,1,1,1,1,1,2,0,0,19.7,1396.9,0,0.0045086887594898905,Low
1,1,1,0,15,1,2,1,0,0,0,0,0,2,0,1,0,85.6,1345.55,1,0.8283865139851918,High
0,0,0,0,28,1,0,0,0,0,2,0,2,0,0,1,0,59.55,1646.45,0,0.22228743208939486,Low
0,0,0,0,70,1,2,1,2,2,2,2,2,2,1,0,1,115.55,8127.6,1,0.46401169193000213,Medium
0,0,0,0,36,1,0,0,2,2,2,2,0,2,1,1,3,75.55,2680.15,0,0.17094734688385893,Low
1,1,0,0,16,1,2,1,0,0,0,0,2,0,0,1,2,86.6,1281.0,1,0.842743416052076,High
0,0,0,0,18,1,2,1,0,0,0,0,2,0,0,1,2,85.2,1553.9,1,0.7616210066905947,High
0,0,1,0,34,1,2,1,0,0,0,0,2,2,0,1,2,97.65,3207.55,1,0.7729307887597022,High
1,0,1,1,42,0,1,0,0,2,2,0,0,2,1,1,1,45.1,2049.05,0,0.1857893927750043,Low
1,0,0,0,48,1,2,0,2,0,0,2,0,2,1,1,0,70.95,3629.2,0,0.07013730549761958,Low
1,0,1,0,47,1,2,1,0,2,2,2,2,2,0,1,2,109.55,5124.55,1,0.6225982337047373,Medium
0,0,1,1,39,1,2,1,0,2,2,2,0,0,1,1,2,89.55,3474.45,1,0.47662280519851286,Medium
0,0,1,1,11,1,0,2,1,1,1,1,1,1,2,0,1,20.9,202.3,0,0.04038012471686221,Low
1,0,0,0,7,1,0,2,1,1,1,1,1,1,0,1,3,19.95,147.5,0,0.18514937668905895,Low
0,0,0,0,3,1,2,2,1,1,1,1,1,1,0,0,3,24.6,86.35,0,0.2056226155099122,Low
1,0,0,0,8,1,0,0,2,0,2,0,0,2,0,1,2,66.7,579.0,0,0.2842791512456459,Low
1,0,0,1,1,1,0,2,1,1,1,1,1,1,0,1,3,19.45,19.45,1,0.6056018979860358,Medium
1,0,1,1,32,1,0,1,2,2,2,0,0,2,1,0,3,94.8,3131.55,0,0.19043936370570683,Low
1,0,1,1,60,1,0,0,2,2,2,2,0,0,1,1,0,65.85,3928.3,0,0.033948842515892724,Low
0,0,1,0,10,1,0,2,1,1,1,1,1,1,0,1,0,19.95,187.75,0,0.24083910093110394,Low
0,0,1,0,71,1,2,2,1,1,1,1,1,1,2,1,0,24.65,1710.15,0,0.0026416448183392044,Low
0,0,1,1,4,1,0,2,1,1,1,1,1,1,0,0,3,20.35,76.35,1,0.3161604204608966,Low
0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.25,69.25,1,0.9690761479267542,High
0,0,1,1,43,0,1,0,2,2,0,2,2,0,1,1,0,51.25,2151.6,0,0.09321589740172238,Low
1,0,1,0,59,1,2,1,0,0,2,0,2,2,1,1,0,99.5,5961.1,1,0.5018900728031692,Medium
0,0,1,0,23,1,0,0,0,0,2,2,0,0,0,0,2,54.25,1221.55,0,0.20309477039245136,Low
0,0,1,0,72,1,0,2,1,1,1,1,1,1,2,0,0,19.4,1496.45,0,0.005794572116760449,Low
1,0,1,0,22,1,0,0,2,0,0,2,0,0,1,1,1,56.25,1292.2,0,0.1590695493733684,Low
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,25.15,25.15,0,0.7791773562426597,High
1,0,0,0,69,1,2,2,1,1,1,1,1,1,2,0,0,23.95,1713.1,0,0.009981032230347459,Low
1,0,0,0,50,0,1,0,2,0,0,2,0,0,1,1,3,35.4,1748.9,0,0.06818049018566759,Low
0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,2,25.2,25.2,1,0.9348392475159378,High
1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,3,45.0,96.45,1,0.7798257700666278,High
0,0,1,0,15,1,0,1,0,2,0,0,0,0,0,0,0,75.35,1114.55,0,0.4961446767452912,Medium
1,0,0,0,31,1,0,2,1,1,1,1,1,1,2,0,0,20.4,609.1,0,0.022138403588100278,Low
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.15,20.15,1,0.6770639299143617,High
1,0,1,0,66,1,2,1,0,2,2,0,2,2,0,1,1,105.0,7133.25,1,0.6988642480292472,High
0,0,1,1,0,0,1,0,2,2,2,2,2,0,2,0,1,56.05,0.0,0,0.11477814111728686,Low
1,0,0,1,3,1,0,0,0,0,0,0,2,0,0,1,1,54.7,169.45,1,0.6947913490081236,High
0,0,0,0,8,1,0,2,1,1,1,1,1,1,2,0,3,20.0,141.6,0,0.020900115056146168,Low
1,0,1,1,64,1,0,0,2,0,2,0,2,2,1,1,1,73.05,4688.65,0,0.17528766173442076,Low
0,0,1,0,28,1,0,2,1,1,1,1,1,1,0,0,3,20.5,563.05,0,0.05817118341843153,Low
0,0,1,0,57,1,2,1,0,0,2,0,2,2,1,1,1,100.75,5985.0,0,0.39192183612971293,Medium
0,0,1,1,14,1,2,1,0,0,2,0,0,2,0,1,2,87.25,1258.6,1,0.8274749580456094,High
